hotel_name,review_summary,review_p1,review_p2,score
Hilton London Metropole,Weekend stay,First time stay at this hotel. Friendly staff on the reception and from that point onwards every thing spiralled downwards. Very dated hotel which could do with a renovation. Dirty room. Uncomfortable bed. ,,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Metropole,"Great hotel, shame about the area","The hotel is amazing, it’s comfortable. The check in area, the staff make you feel welcome and wanted. Nothing is to much of a problem. Me and partner stayed there for my birthday. It’s really close to Edgware tube station, which is great. But the area let’s it down, it’s close to Hyde park (you can walk it, if you want) and Oxford street. Car parking is very very tight, own anything bigger than a mini then go to another car park.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hotel Hilton London Gatwick Airport,Worst sleep ever,"Stayed here for one night with my wife as a stopover on the way back from holiday and left very disappointed.We were given an executive room on the far side of the hotel which we were told was an upgrade.The room was clean enough but only had one bath towel so we had to share after showering.The main issue was the bed,every time either of us moved or turned over or even just sat on the bed the creaking noise was horrendous and kept us both awake all night.When we got to reception to check out the girl asked if we enjoyed our stay I reported the bed and the response was “sorry about that,I will report it” and that was that! Not impressed.",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hotel Hilton London Gatwick Airport,Pleasant stay,"Stayed here the night before a long haul flight, check in was efficient and we were given one of the refurbished rooms which met all our needs.  Busy hotel, we had drinks in the bar then opted for the buffet which was excellent, plenty of choices and great service in the restaurant.  Breakfast the next morning was good also.  Would stay again if flying from the South Terminal, the Hotel was easy to find.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,Pre flight ?,"Very nice hotel beautiful spacious room 3232, exec lounge service and team exceptional. Open bar good, help yourself, usual offering. Private and relaxing. Attentive staff.  Limited evening buffet, although can order from the room service menu so all good......Thank you ",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hotel Hilton London Gatwick Airport,Review,I stayed at this hotel two years ago and again last night. Two years ago I filled the bath and the water was brown. The same thing happened again. I wouldn’t be that bothered but it’s the same water you fill the kettle with. Can’t be right. The room was tired. There was no two prong charger for my razor or tooth brush in the bath room. There were no number signs to my room. In fact reception sent me totally the wrong way. The only positive I can mention was the high quality breakfast.  The premier inn is better.,,"<span class=""ui_bubble_rating bubble_20""></span>"
Hotel Hilton London Gatwick Airport,Everything you need from an airport hotel,Good comfortable room which was ideal for our early morning flight from the South Terminal. The buffet restaurant was exceptionally good value for dinner with a wide range of choices excellently presented. At both checkin and checkout the reception staff were courteous and efficient. Being linked to the terminal meant that we were dropping our bags within 5 minutes of leaving reception. We will definitely stay again. ,,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hilton London Croydon,Getting better and needed to,The team at this hotel have always been good but have been let down by the tired bedrooms which desperately needed upgrading/renewing 10 years ago. As a result of this despite being a Diamond HHonors member I stopped staying here 3 months ago having clocked up 30+ nights in the prior 12 months and moved my custom to the Holiday Inn in Kingston.   I gave them another go this week and they are making much progress with the bedroom renovations. If you get a refurbed room they are now to the standard you'd expect. If you don't well you have been warned.   The team are just as good if not better probably as a result of seeing the investment going in around them.,,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Croydon,"Very impressed, great service.","Stayed for business - had a great experience staying here last night. Check in was very polite and courteous and the water bottles in a fancy bag were a nice touch.   Hotel very well kept, clean and tidy, plenty of space in car park and rooms very spacious.  Friendly bar staff - although he was brave enough to admit he's never tried Guinness before, poor chap. Liked the croissants at reception as an option to take to go. Very nice idea.  No complaints.",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Croydon,New Rooms!,"Had to write this review as I've always said this place needed a facelift as the staff were great. Not all the rooms have been done but I stayed in one a couple of weeks ago and it was lovely. The bed, décor and bathroom were spot on. As always thanks to Derek, Camilia, Keisha and especially Anita on reception who arranges for my plates and cutlery for me and my son. All the breakfast crew. My son feels at home there and it is everyone that works there that makes him feel like that so thanks to all of you",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Croydon,Just plain awful staff attitude !!!!,"Stayed here with work for one night , what a mistake ! The chap on reception was really nice until I wanted to change my room as it was next to the lift (room152) it was a disabled room which I thought was a little strange, having told him this , he was very defensive obviously been down the same road with customers complaining and got on his high horse !! Customer service skill training needed !! Our second encounter with the staff was at the bar , well what a piece of work ! Absolutely ignorant and rude , I’ve never experienced anything on this kind level before , nor have my work colleagues! Asking for a drink was the end of the world to her , had a face on her looking annoyed , obviously she wasn’t happy to be serving anyone. She Would take away a empty glass and not even",…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Croydon,New Year Celebration Party 2019,"Fantastic event! - Lovely room, buffet, disco and staff. Stayed overnight and welcomed the New Year in with a gorgeous buffet breakfast - plentiful, nice and hot! Would certainly come again and would highly recommend!!",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Euston,Perfect stay!,The staff helped me check-in early after an overnight flight. The room was clean and comfortable. The hotel was in a safe area and convenient to many restaurant choices with waking distance. It’s also a convenient walk to the train station. ,,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Euston,Normal Hilton ,"Nothing fancy, nothing lacking - just a good quality Hilton that you would expect   Pretty big rooms, pretty comfy beds   I actually like the location a lot - walkable to  Kings  cross / st pancras   Price is OK",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Euston,Brief one night stay,"An overnight stay while attending a business dinner at Madame Tussauds.  My single room was really very small but perfectly adequate for the few hours I was there, and the bathroom appeared new and sparkling clean and the bed was comfortable.",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Euston,Terrible Experience,"They keep wrong reservation details and you may be interrupted in your meeting while eating breakfast to tell you that your breakfast isn't inclusive.   The Room was left uncleaned. They did not even change used towel, did not clean the glass I used to drink (it had used water from last night).",,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Euston,Convenient hotel,"Located in a quiet part of town, but within walking distance to the British Museum and the St Pancras train station. Hotel has all basic facilities and rooms are well organized and contain all essential amenities.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
DoubleTree by Hilton Hotel London - West End,Birthday Treats,"My fiancé and I stayed at this hotel to celebrate my 30th Birthday. We received a free upgrade to a deluxe room and there was a little cake, bottle of wine and birthday card in the room upon arrival. I found this personal touch to be most welcoming and kind of the staff.  When we arrived, our room was not ready so we left our bags with the hotel in a secure room, hassle free. The hotel is very close to Holborn underground station and the British Museum. We even walked to the theatre which was only a 15 minute walk away. Our room was cleaned daily, bed made, fresh towels daily and complimentary toiletries replenished.  I would recommend this hotel to friends. I had a lovely stay. ",,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,In desperate need of a refurb!,"My husband and I chose to stay at the Doubletree in London thinking it would add a nice feel to our city break...how wrong we were. We have stayed at other Doubletrees before and have found the rooms to always be modern, at times on the small side, but generally very stylish and well fitted out. I’m not sure why Hilton has chose to neglect this location given it must be one of its most popular destinations and most expensive too. The room was tiny, the ‘double’ bed was not a double and was instead a 3/4 size (if that) and the decoration was a disgrace. It had an awful 19th century dated feel to it and the bathroom and shower facilities were very very poor. It’s incredibly disappointing to walk into a nice modern reception to check in but then find yourself in a cramped lift,",…,"<span class=""ui_bubble_rating bubble_10""></span>"
DoubleTree by Hilton Hotel London - West End,Totally unacceptable. Filthy. ,"£140 a night. For a Hilton. I expected it to be clean. I am was disgusted at the state of our room, completely knackered and dirty. Absolutely unacceptable for a hotel of this brand. Location is the only thing this hotel has going for it, my advice is to avoid at all costs unless you are sure you won’t get the room we did. Stains on carpets, bathroom disgusting. ",,"<span class=""ui_bubble_rating bubble_10""></span>"
DoubleTree by Hilton Hotel London - West End,Ok but not great,"The location is excellent. My room was freezing so I asked for a heater which arrived promptly. Two days after I checked out I noticed that I had been charged for 2 bottles of water that I had not drunk- also why are they charging £1.50 for a small bottle of water?? They refunded me but the customer service attitude was not great. However, the bed was comfortable and again, the location is wonderful.",,"<span class=""ui_bubble_rating bubble_30""></span>"
DoubleTree by Hilton Hotel London - West End,Worst hotel i have ever stayed in,"I have to compliment the hotel on the consistency:  they have managed to give the worst service in all aspects: room, noise, breakfast, front desk, bell boy etc'.  the worst for me was not the fact that I had to change a room three times and not the fact that there were problems, but the way the staff of the hotel did not care.  since the hotel was fair and after my long explained letter to them, they have compensated me, I will give only one example: in one of the days I worked in my room until 5 pm and the room was still not cleaned, went outside for the evening and passed by the front desk to ask them to clean the room. returned around 11 pm and the room was NOT cleaned. went down to reception ad asked for someone to clean my room and send new towels, they REFUSED and could",…,"<span class=""ui_bubble_rating bubble_10""></span>"
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
Hilton London Metropole,Great hotel in London,"I have stayed at the Metropole a couple of times a year over the past 15 years or so.  The staff is always helpful, courteous and friendly.  They go above and beyond to make your stay awesome.  During my most recent stay (04 - 07 March 2020) I had dinner in the restaurant a couple of times and the Hostess / Lead that was there, Kaiti, was super helpful and friendly which made my dining experience that much more enjoyable.  She truly embodies the attitude I've gotten use to from Hilton's team globally! ",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,A room with a view,"The metropole check in was very good , we turned up very early parked our car underneath the hotel , told them it was there and went to meet our friends . We didn’t check in until quite late as we explored London and had a great day . We came back very hungry and used the Italian restaurant, the food was tasty but my chicken pasta only had a 2cm by 3cm piece of chicken inside so very disappointing for the price you pay .  Breakfast was lovely and well worth it .",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Metropole,Comfortable,"Very lovely stay! Really enjoyed my stay. Staff where good to me, good gym facilities nice swimming area. Sonna and a steaming room well equipped. Security is tight. Very close to restaurants and central London.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Metropole,Could not have been better,"We stayed here as a joint celebration for my 25th birthday and my parents 27th wedding anniversary. We stayed in a queen superior room in the west wing with breakfast included and we could not have been happier. The breakfast was very good with excellent staff that where very attentive to what you need and want. Housekeeping was done in a timely manner and always with a smile. The hotel restaurant provided excellent food both in restaurant and room service with happy brilliant staff.   However it was the bar staff that truly blow us away, I mentioned off hand that it was my parents wedding anniversary on our last night at the hotel, before we knew it they had given us complementary prosecco and a plate of desert that had happy 27th anniversary written around the edge in",…,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,Fine Hotel with good communication links.,"Very good hotel, clean, comfortable.  We stayed in some refurbished rooms which as excellent. It is large, but there are lots of areas to relax.  Breakfast is buffet, but you can ask for things they do not have prepared.  Behind the hotel is the Paddington Basin which is up and coming, and there are some good pubs and restaurants back there.  Tube line is Edward Road within 100m, and best parking is in Bell Street at £10 per day.",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hotel Hilton London Gatwick Airport,Avoid level 4 at any cost..,"This hotel is currently being renovated. Level 4 is a dimly lit combination of plasterboard shuttered construction areas and guest rooms,the rabbit warren of corridors not helped by the additional hazard of discarded food trays left rotting in the hallways, it seems the Hilton GB5 tray charge for room service includes delivery but not collection, we eventually found our room.  On entering you are immediately transported back to the '80s, but not in a good way. Think tired furniture with mismatched knobs, carpet you dont want to walk on without wearing socks, minibar fridge on the floor of the wardrobe(?), dried blood on a pillow, obsolete 32"" TV and a bathroom with worn bathtub, badly grouted wall tiles, mastic sloppily applied over every wall joint and an over-bath shower head",…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hotel Hilton London Gatwick Airport,‘ Convenient’,"Very convenient for one nights stay before a morning flight.   A massive queue to check in when we arrived, which seems to be the norm. But apparently a flight had just been cancelled until the morning and a plane load were being put up. When we eventually found our room, it’s a bit of a maze, we were pleased, it was very clean and comfortable and the bathroom was lovely.  Went down to the bar for a drink.  I don’t drink, probably just as well, as the prices are extortionate!  We booked to have dinner downstairs in the restaurant. Another small queue but the choice and food was lovely and the waitress very friendly and helpful.   In the morning a short walk straight through to the terminal, where we had breakfast.  A very pleasant stay and definitely easier and less stressful",…,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,A hotel without lighting in the room,"Booked via holidays extra to stay here on the evening of the 5th march, simply required somewhere for six hours sleep and a shower after a long haul flight which arrived just after midnight until catching a short haul flight the next morning. On arrival the reception advised we had been upgraded to a better room, this was followed by the statement the room has no lights, i asked if there was at least a lamp in the room and they said yes, was offered a free breakfast which i declined. After a long walk to the room with cases we discovered there was in fact no light of any kind in the room “total darkness”. I left my wife sitting by the light of the tv and returned to reception to report the room was in total darkness, they basically said nothing they could do as there were no",…,"<span class=""ui_bubble_rating bubble_20""></span>"
Hotel Hilton London Gatwick Airport,Does the job but avoid the bar!,"Overnight stop prior to an early morning transatlantic flight. Due to roadworks delays we didn’t arrive until after 11pm. Quick check in as reception was empty. We did our own Gatwick parking, so dropped off luggage in lobby then parked car. It’s about a 3 minute walk from the official Gatwick parking. Room was huge, with a dinning table in middle, 3 large beds and acres of space. Clean, good beds. Lovely bathroom with lots of goodies. We had booked a family room, it was more like a conference centre!  We hadn’t eaten due to bad journey so went down to bar for a light bite. 2 glasses of wine were £14 each ☹️. Tapas were ok. Next time we will bring our own and stay in room. But does the job and a simple walk down a covered walkway to airport in morning.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,Overnight stay for flight connection,"This Hilton needs to raise its service game to the worldwide standard. The staff are polite but need customer service training, and the rooms needs a lot of upgrading to be consistent on a number of fronts. The premium WiFi in particular needs a major upgrade as it was very poor.",,"<span class=""ui_bubble_rating bubble_20""></span>"
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hilton London Euston,Tired and overpriced ,"I stayed here for the first time with work. I stay at a lot of Hilton’s and have to say this is the worst one in a long time. The hotel is tired and dated. I ordered a glass of wine and it was £14.50. As a diamond member I didn’t get any acknowledgement when I checked in. I stayed in Liverpool last week and I was welcomed, given 2 free drinks vouchers and a welcome letter. This experience was far different and very disappointing. For the price it’s just not worth it. I won’t be choosing this Hilton again ",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Euston,Dont waste money on Hilton brand...,"This was indeed a stay of two halves. I have stayed at Hilton hotels for years on a business and leisure basis. I booked this hotel for a leisure stay for 2 nights mainly due to its location near the station and University where I was viditing my son.I arrived early evening and my room 321 was ready. Check in was swift and professional. The room was clean spotless. The view of 2 external walls was extremely depressing but the bonus was I had no noise from traffic so I could sleep at night. Breakfast was included in my room rate. I paid £5 tray charge to have it in my room.  I cannot complain about the breakfast which arrived on time, was hot and plentiful but the sausages were poor quality. The breakfast tray with leftover food and dirty dishes was removed by housekeeping early",…,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Euston,"Ok hotel, good location","We stayed for one night last weekend. The room was small and fairly basic, however the bathroom was decent, with a good sized shower.  We choose to have breakfast which was a decent price but it wasn't the best quality. It was fairly mediocre really.  The hotel was clean and staff were friendly.  So overall it was ok for one night.",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Euston,Good price-service,"Though the rooms are quite old and sound insulation is insufficient, our overall experience was good. In general the staff were good as expected from a Hilton hotel, but the infrastructure and amenities were just OK.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Euston,Night Manager Steven was a saviour!,"Having had the trains heavily delayed or cancelled from Euston back to Northampton I was left at 1am trying to find a hotel which had availability and was close by. I found on Booking.Com Hilton Euston to be available, I booked the room and headed straight to the hotel.  When I arrived Steven could't find my booking for the Thursday night , it was however at this point early hours of Friday morning and in my error had booked the room for Friday check in rather than Thursday check in.  The Hilton was at that point fully booked with 2 rooms showing as late check in. I was nearly having to head back to Euston station and sleep on a bench but the fabulous Steven worked his magic and with 30 minutes power nap in reception Steven got me a room!!!!   Best night sleep i've had in a long",…,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Croydon,First Hilton experience,"My first stay in a Hilton hotel. Very clean, very welcoming but the highlight of my stay was a member called Lascelles. He made me feel at ease, catered for every request and kept me smiling my whole stay. He is a credit to the Hilton. Because of him I will DEFINITELY rebook another stay here",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Croydon,Great Stay - Once Again,"We have stayed at this hotel many times over the past few years and have never been disappointed. This time we were lucky enough to have been allocated one of the newly refurbished rooms which was really good but would have been even better (in our opinion) if it had a bath instead of a shower. Breakfast, as usual cannot be faulted. Great choice of hot and cold food and all staff friendly and helpful. Evening meals can be a bit of a challenge in terms of where you actually sit (the restaurant was closed on our last 2 visits so we ate in the bar which wasn't a problem) Can be a long wait if they have a party on. We cannot disagree strongly enough with the recent comments about Camelia. We have always found her to be knowledgeable, courteous, extremely helpful and a credit to the",…,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Croydon,Stay clear al- staff attitude appalling,"After completing 30 plus stays with HILTON this year, I’d like to think I know what basic good hospitality is and what you would expect from their staff.   It appears that revenue and poor guest service is at the top of their list, or so it is for guest relations manager Camila!   Upon my arrival it was evident that some function was taking place.  In my profile it does state “quite area & away from lift”. So naturally I would assume the hotel look at the guest requests.  Come 930pm, large amounts of vibration and music could be heard in my room. I went down to see Camila and said why is the music playing so loud. She said “they are allowed to play music until 10pm at that level”.  I then went to ask her to check my profile, my room details and see if I could move, nothing from",…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Croydon,Poor and tired rooms,"Stayed here for a few nights in a junior suite. I have to say the room was very poor standard and cleanliness questionable. The bar stock levels poor, as ran out of gin and had a poor selection of wines actually available.",,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Croydon,Restoration building noise during the day and the rooms need it,"Staying for a family funeral for a couple of days: hoping to get some rest after travel and in between events but drilling and building work all day until 5pm was very loud. The rooms are well overdue for a complete refurb as they are tired and a bit tatty. Chilly too; extra blankets were provided without delay when we asked on our second day. Bar is underwhelming: not very experienced or friendly team manning it and running out of a standard gin. Breakfast is better than expected, given the other standards. For a Hilton hotel, it’s deeply underwhelming ",,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
DoubleTree by Hilton Hotel London - West End,"Good location, that’s all","I stayed here whilst working in London, location is good as it’s walking distance to most places and easily accessible to Oxford St and Holborn Station, perfect for theatre goers! Arrival was fine and I was checked in by Stella, she was pleasant enough but staying in hotels frequently and travelling a lot for work I just find hotel receptionist generally robotic and impersonal. This was no exception! The room I got allocated 333 was next to the lift, I heard it all night especially when bags where dragged out. The room was reasonable for London and had everything you need. Bathroom again fine but no glass for a toothbrush or to use for mouthwash / water after brushing which is a bug bear. Water pressure was poor and water took a while to become warm, in fact it only remained",…,"<span class=""ui_bubble_rating bubble_30""></span>"
DoubleTree by Hilton Hotel London - West End,Phil f,"Fantastic hotel from the very first moment we entered we were impressed , we were greeted at the reception by a very professional gent and that standard of service did not depreciate throughout our 2 night stay , our room was clean and very well equipped with everything we needed for our stay , comfortable bed a great bathroom and mini bar stocked up . Food service and quality in the bar and restaurant was as I had expected, great . See you again .",,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,Surprisingly Great Hotel!,"We booked here due to its central location, which was fab We managed every where by foot as was close to Covent garden, Carnaby St and the theatre district.   We were not sure what to expect given all the negative reviews but we're pleasantly surprised. Check in was fast & friendly, we were upgraded to a beautiful room on 5th floor.  The room was huge, very newly decorated and had Nespresso, complimentary mini bar with soft drinks and snacks and patio doors. The breakfast room was lovely as was the hotel bar where we had snacks one evening.  Would thoroughly recommend this hotel and would return based on our experience and room type.  ",,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,Must do better,"It grieves me to say this, but as a Hilton Honours Diamond member, the Doubletree by Hilton London West End falls way behind the standards I have grown to love travelling the world as I do.  The room wasn't exactly clean, the shower drain was blocked (I unblocked it myself), the minibar had just a small box of Pringles and some soft drinks (but was complimentary) and from the moment I walked in to this Hilton chain hotel, I felt my Diamond status meant nothing.  You see, it's normal for Diamond Status holders to check in through the Hilton Honours app and be issued with a digital key. I walk in, look at my app and get a message to report to reception. I then have to go through signing documents...the idea of the app is that Hilton group already have all the details.  I then get",…,"<span class=""ui_bubble_rating bubble_30""></span>"
DoubleTree by Hilton Hotel London - West End,Perfect location ,This hotel is ideal for any theatregoers and is less than 5 mins walk to the nearest tube. The hotel itself is modern and the bar area and restaurant are both lovely. We had a family room which was a pull out sofa chair and a double bed. This was ok for our 9 year old but any older children may have struggled on it as it wasn’t very comfortable. My parents were in a queen room and it was very compact but to be honest when you’re in London you’re rarely in your room. Breakfast was gorgeous with a good range of choice and freshly made eggs and omelettes. The staff were really friendly and helpful and when we requested additional pillows they were there almost immediately. My only issue was the hot water in the bathroom was tepid at best even when left to run for a while to warm,…,"<span class=""ui_bubble_rating bubble_40""></span>"
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
Hilton London Metropole,Love it,We loved the hotel because it is in edgeware road and close to oxford shopping the price is valuevof money and the hotel staff are friendly i would stay here again and yeah one more thing the underground is 1 min walking,,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,Nice Hotel in Central London,"The hotel has excellent Gym room, with swimming pool, and Sauna. You can wind up your day with good work out.  It has a sport bar to watch all the football matches, with several screens to watch the match of your choice. The executive lounge offers snacks, and in the evening they offer open bar with food, basically you can have a dinner with wine or beverages for free.",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,We expected more.,"First impressions count - and the reception we got at check in left a lot to be desired. The lady that served us ran away from her desk AFTER calling us over; and then returned a few minutes later. Once she had returned; she made little to no eye contact, and seemed more interested in the conversation that was going on with her colleague next to her and the customers he was dealing with.   Once we had checked in; we went to our room only to find that we had been given a room with two double beds, instead of the 3 single beds we had requested. Upon further inspection - Empty food wrappers were found; along with what appeared to be vomit on the floor next to one of the beds. (Still damp- as we wiped this with a tissue to try to determine what the stain was)...   We returned to",…,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Metropole,Avoid at all costs...not what you’d expect from a Hilton Brand,"Not sure how this hotel has received anything but 1 Star.  I made a reservation to stay 3 nights (Monday thru Thurs) for an executive level room. I checked in early, around 9:30am and was very happy they accommodated me by having the room ready. I get to the room and am completely shocked at the condition of it. I had gotten a feeing this hotel may be older because as soon as I got off the elevator, I saw how dated the carpets and furniture in the hallway were.  1. Room was extremely dirty with stains in the carpet and stains on the furniture (See pics) 2. Half the room had no lights, literally. Normally, there’s a floor lamp or something in one corner of the room, lamps on both night stands, and a lamp on the desk. At the very least maybe ceiling lights over the desk. Nope.",…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Metropole,Huge facility! Well used. ,"Hotel is fine, you get a lot of facilities, and good location, generally!!!   Staff on the whole were helpful, but I would like to single out ELIONA on the desk for being UNHELPFUL AND DISMISSIVE of my request for help.   Otherwise the hotel was okay! ",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hotel Hilton London Gatwick Airport,recommended,"An excellent value stay in a most convenient airport hotel.  We had a renovated standard room. Tea and coffee, fridge. V comfortable bed. Quiet night.   Perfect.  Walk straight to terminal without a coach transfer",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hotel Hilton London Gatwick Airport,Does the job,We booked and stayed at the Hilton South Gatwick for one night before a flight early the next morning. We had a bit of a queue for check in. We had a deluxe room and it was in what appeared to be the newer wing. Whilst we booked a double the room actually had 3 beds in it.   The corridors in the old section stank of old ness / mould and I’m glad we didn’t have a room them.   The beds were comfy and the room had what we needed.   We eat in the garden restaurant downstairs in the evening for dinner and breakfast. It was alright but not cheap and they added 12.5% service without checking.   I wouldn’t personally want to stay long at this hotel however it’s clearly designed for stop overs and it met our needs. ,,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,Airport stop over,"Room decent, bars are a rip off bring your own drinks. Not impressed with reception, book you in, no attempt to offer concierge to lug cases etc.. HILTON in name only am afraid. Car drop off is poor, the area is poorly lit and very dark, the entrance is spartan, no seats or staff visible and no one from hotel policing it to make sure cars are safe and guests are welcomed. Been to loads of travel lodges that are all better than this. Corporate arrogance of being so close to the airport.",,"<span class=""ui_bubble_rating bubble_10""></span>"
Hotel Hilton London Gatwick Airport,Overnight stay prior to early flight,"We decided to stay overnight as had an early flight the next morning. The location to the South Terminal is perfect/convenient and we were welcomed by the check-inn staff. As we arrived a bit late just popped out to KFC(5 min walk) for a quick bite to eat so didn't use the restaurant. When we came back we decided to have a night cap but the lobby bar was very busy and no seating! I would like to say the utilisation of space needs to be looked into as a lot more tables could be fitted in to allow for guests to sit down. We had to take our drink and sit at a table at the Costa!! The room was one of the newly refurbished rooms and was clean and comfortable. Perhaps a look into pillows. The early breakfast(05:30) was a must and the buffet in way of choices was very good, what let it",…,"<span class=""ui_bubble_rating bubble_30""></span>"
Hotel Hilton London Gatwick Airport,Poor Value for Money,"The hotel is busy because of its location; check-in was very slow with a long queue due to only 2 staff behind the counter.  Prices in the bar were beyond a joke - £16.50 for a pint of poor bitter and a small g&t. The passage way outside the lifts at bedroom level had a disgusting smell of damp and had patches of threadbare carpet.  Our room was dated to say the least - the dressing table chair seat was heavily stained, the bath was rusty and the towel ring was hanging off the wall.  Woodwork (door frames, etc.) was badly worn and damaged. In the restaurant we were quoted a waiting time of 40 minutes for a bog-standard steak and chips; the restaurant was only half full.  Apparently the hotel is being updated in parts but our part was extremely poor for the price paid.  The only",…,"<span class=""ui_bubble_rating bubble_20""></span>"
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hilton London Croydon,Building work outside of £109 room window,After paying £109 for my room for my partners birthday which was suppose to be a nice get away. Was not informed on arrival that my £109 room with a view would in-fact have a view of building work and loud noise from early morning. Really unhappy with my visit here ,,"<span class=""ui_bubble_rating bubble_10""></span>"
